CAMIS,RESTAURANT,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE_DESCRIPTION,INSPECTION_DATE,ACTION,VIOLATION_CODE,VIOLATION_DESC,CRITICALFLAG,INSPECTIONTYPE,Latitude,Longitude
40401953,MCDONALD'S,Manhattan,237987,ADAM CLAYTON POWELL BOULEVARD,,2122830559,American,8/13/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection,0,0
50111964,TW BEEF NOODLE HOUSE,Brooklyn,5401,8 AVENUE,11220,9173611798,Chinese,8/9/21,Violations were cited in the following area(s).,05H,"No facilities available to wash, rinse and sanitize utensils and/or equipment.",Critical,Pre-permit (Operational) / Initial Inspection,40.63878079,-74.00612173
50108965,JUICY KING CRAB EXPRESS,Bronx,711,EAST TREMONT AVENUE,10457,7182949200,Seafood,8/12/21,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,Cycle Inspection / Initial Inspection,40.84520638,-73.89070529
50111806,AUNTIE ANNE'S PRETZELS,Queens,9015,QUEENS BLVD,11373,7863690471,Bakery,8/17/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Pre-permit (Operational) / Initial Inspection,40.73384018,-73.87157703
50114532,LAO JIE HOT POT & BBQ,Brooklyn,2314,86 STREET,11214,7188879887,Other,8/30/21,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,Pre-permit (Non-operational) / Initial Inspection,40.60035363,-73.99125304
50110791,VIVI BUBBLE TEA,Brooklyn,113,COURT STREET,11201,3473293111,Other,8/31/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Pre-permit (Operational) / Initial Inspection,40.6905856,-73.99192268
40886675,CANARD INC,Manhattan,503,WEST   43 STREET,10036,2129471561,American,8/10/21,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,Cycle Inspection / Initial Inspection,40.76055538,-73.99558167
50089784,DUNKIN,Queens,9331,SUTPHIN BLVD,11435,7182620299,Bakery,8/3/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection,40.69965186,-73.80728972
41658170,AU BON PAIN,Queens,27005,76 AVENUE,11004,7183471409,Soups_Salads_Sandwiches_Beverages,8/23/21,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,Cycle Inspection / Initial Inspection,40.75333818,-73.70679327
50102112,GOLDEN SHOVEL COFFEE,Brooklyn,337,9 STREET,11215,3475579818,Coffee/Tea,8/26/21,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,Pre-permit (Operational) / Initial Inspection,40.66866242,-73.98524573
50109497,FOREIGNER,Manhattan,64,WEST   21 STREET,10010,6465351653,Coffee/Tea,8/12/21,Violations were cited in the following area(s).,20A,Food allergy information poster not conspicuously posted where food is being prepared or processed by food workers.,Not Critical,Administrative Miscellaneous / Initial Inspection,40.74106742,-73.99245784
41117350,POPEYES,Queens,21710,HILLSIDE AVENUE,11427,7184656812,Chicken,8/9/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,Cycle Inspection / Initial Inspection,40.72824562,-73.74724888
41100740,BIN 71,Manhattan,237,COLUMBUS AVENUE,10023,2123625446,French,7/21/21,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140¬∫ F.,Critical,Cycle Inspection / Initial Inspection,40.77657476,-73.97937974
40579869,LUCKY DELI,Manhattan,12,EAST   37 STREET,10016,2122131370,Soups_Salads_Sandwiches_Beverages,8/6/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,Cycle Inspection / Initial Inspection,40.74993187,-73.98223926
41152996,LUIGIS GRILL PIZZA,Manhattan,936,8 AVENUE,10019,2122458432,Pizza,8/18/21,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,Cycle Inspection / Initial Inspection,40.76566778,-73.98362491
41161344,GOTTA GETTA BAGEL OF QUEENS,Queens,107-09,71 AVENUE,11375,7187931640,Bakery,7/22/21,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,Cycle Inspection / Initial Inspection,40.72039318,-73.84465088
50087356,PROOF COFFEE ROASTER,Manhattan,335,EAST   27 STREET,10016,3474909510,Coffee/Tea,8/11/21,No violations were recorded at the time of this inspection.,,Permit not conspicuously displayed.,Not Critical,Administrative Miscellaneous / Initial Inspection,40.73955849,-73.97703842
50056703,LAS MARGARITAS BAR & RESTAURANT,Queens,6712,FRESH POND RD,11385,7184174040,Mexican,8/4/21,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,Cycle Inspection / Initial Inspection,40.70547343,-73.89644279
40364744,NEW PARK PIZZERIA & RESTAURANT,Queens,156-71,CROSSBAY BOULEVARD,11414,7186413082,Pizza,8/5/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,Cycle Inspection / Initial Inspection,40.6631017,-73.84083793
41620293,POPEYES,Brooklyn,850,PENNSYLVANIA AVENUE,11207,7184850500,Chicken,8/16/21,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,Cycle Inspection / Initial Inspection,40.6571864,-73.88959088
50000417,EVA'S EXPRESS,Manhattan,684,3 AVENUE,10017,2128675545,Soups_Salads_Sandwiches_Beverages,8/19/21,Violations were cited in the following area(s).,02G,Cold food item held above 41¬∫ F (smoked fish and reduced oxygen packaged foods above 38 ¬∫F) except during necessary preparation.,Critical,Cycle Inspection / Initial Inspection,40.75165122,-73.97381477
41241627,MCDONALD'S,Bronx,1749,UNIVERSITY AVENUE,10453,7182941309,American,8/18/21,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,Cycle Inspection / Initial Inspection,40.85011601,-73.91596708
50106253,TIGER SUGAR,Brooklyn,2132,86 STREET,11214,3472077951,Coffee/Tea,8/11/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,Pre-permit (Operational) / Initial Inspection,40.60275281,-73.99521763
41709543,SUBWAY,Manhattan,35,WEST   33 STREET,10001,2126959194,Soups_Salads_Sandwiches_Beverages,7/22/21,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,Cycle Inspection / Initial Inspection,40.74859856,-73.98701807
50058027,SOUL OF THE SEA,Brooklyn,801,VAN SICLEN AVENUE,11207,9172831983,American,8/24/21,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility‚Äôs food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,Cycle Inspection / Initial Inspection,40.66008072,-73.88534382
40390729,DENNIS' PLACE,Brooklyn,1701,PITKIN AVENUE,11212,7184988406,American,8/4/21,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,Cycle Inspection / Initial Inspection,40.66974269,-73.91036261
50059069,DO COOKIE DOUGH CONFECTIONS,Manhattan,550,LAGUARDIA PLACE,10012,6468923600,Frozen Desserts,8/4/21,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,Cycle Inspection / Initial Inspection,40.72884522,-73.9982934
50101634,DUNKIN,Staten Island,901,HUGUENOT AVENUE,10312,2013153670,Bakery,8/11/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Pre-permit (Operational) / Initial Inspection,40.53241843,-74.19201399
50112898,Beta Salads,Manhattan,230,PARK AVENUE,10169,6467470810,Soups_Salads_Sandwiches_Beverages,8/6/21,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,Pre-permit (Operational) / Initial Inspection,40.75450075,-73.97595043
50102940,CORATO 1,Queens,6694,FRESH POND RD,11385,7184976177,Pizza,8/26/21,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,Pre-permit (Operational) / Initial Inspection,40.70588258,-73.89664774
40402466,LOTOS CLUB GRILL ROOM,Manhattan,5,EAST   66 STREET,10065,2127377100,American,8/12/21,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,Cycle Inspection / Initial Inspection,40.76848374,-73.96942898
50009345,MELT SHOP,Manhattan,111,FULTON STREET,10038,6467417910,Soups_Salads_Sandwiches_Beverages,8/30/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,Cycle Inspection / Initial Inspection,40.70974145,-74.00679196
41014056,REYES RESTAURANT,Queens,4754,46 STREET,11377,7187529577,Latin American,7/20/21,Violations were cited in the following area(s).,02G,Cold food item held above 41¬∫ F (smoked fish and reduced oxygen packaged foods above 38 ¬∫F) except during necessary preparation.,Critical,Cycle Inspection / Initial Inspection,40.74016371,-73.91930716
50106145,KELVIN COFFEE SHOP & PIZZA,Queens,15019,LIBERTY AVE,11433,9177446145,Coffee/Tea,7/21/21,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,Pre-permit (Operational) / Initial Inspection,40.69802618,-73.80200751
50016964,BONCHON,Manhattan,325,5 AVENUE,10016,2126868282,Korean,8/26/21,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,Cycle Inspection / Initial Inspection,40.74742085,-73.98528235
41631242,TORI O'TOOLES,Queens,5918,KISSENA BLVD,11355,7183596137,Irish,7/27/21,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,Cycle Inspection / Initial Inspection,40.74044925,-73.8150598
41069367,PAPHOS DINER,Brooklyn,2501,FULTON STREET,11207,7183462301,American,7/21/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection,40.67748985,-73.90201324
