restaurant,BORO,INSPECTION DATE,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG
NEW THRIVING RESTAURANT OF GUYANA,Brooklyn,7/21/21,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical
NEW THRIVING RESTAURANT OF GUYANA,Brooklyn,7/21/21,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical
NEW THRIVING RESTAURANT OF GUYANA,Manhattan,7/20/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
NEW TUNG HING,Queens,7/22/21,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical
NEW TUNG HING,Brooklyn,7/23/21,04M,Live roaches present in facility's food and/or non-food areas.,Critical
NEW WIN HING III CHINESE RESTAURANT,Brooklyn,7/26/21,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical
NEW WIN HING III CHINESE RESTAURANT,Manhattan,7/23/21,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical
NEW WONJO RESTAURANT,Brooklyn,6/10/21,18F,Permit not conspicuously displayed.,Not Critical
NEW WONJO RESTAURANT,Manhattan,7/22/21,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical
NEW WONJO RESTAURANT,Manhattan,7/8/21,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical
NEW WONJO RESTAURANT,Brooklyn,7/22/21,02B,Hot food item not held at or above 140º F.,Critical
NEW WONJO RESTAURANT,Brooklyn,7/28/21,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical
NEW WONJO RESTAURANT,Brooklyn,7/23/21,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical
NEW WONJO RESTAURANT,Brooklyn,7/20/21,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.,Critical
NEW YORK CHAN CHINESE RESTAURANT,Queens,7/29/21,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.,Critical
NEW YORK CHAN CHINESE RESTAURANT,Brooklyn,7/19/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
NEW YORK CHAN CHINESE RESTAURANT,Queens,7/28/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
NEW YORK PAO DE QUEIJO,Queens,7/29/21,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical
NEW YORK PAO DE QUEIJO,Brooklyn,7/27/21,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical
NEW YORK PAO DE QUEIJO,Manhattan,7/22/21,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical
NEXT LEVEL BURGER,Brooklyn,7/20/21,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical
NEXT LEVEL BURGER,Staten Island,7/22/21,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical
NICK GARDEN COFFEE SHOP,Bronx,7/19/21,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical
NICK GARDEN COFFEE SHOP,Manhattan,7/21/21,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical
NICK GARDEN COFFEE SHOP,Queens,7/26/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
NICK GARDEN COFFEE SHOP,Manhattan,7/22/21,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical
NICK GARDEN COFFEE SHOP,Queens,7/27/21,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical
NINTH STREET ESPRESSO,Manhattan,7/22/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
NINTH STREET ESPRESSO,Manhattan,7/22/21,09B,Thawing procedures improper.,Not Critical
NITA'S EUROPEAN BAKERY,Manhattan,7/20/21,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical
NITA'S EUROPEAN BAKERY,Queens,7/28/21,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical
NITEHAWK CINEMA,Brooklyn,7/20/21,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2  hours, and from 70º F to 41º F or less within 4 additional hours.",Critical
NITEHAWK CINEMA,Brooklyn,7/28/21,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical
NITEHAWK CINEMA,Brooklyn,7/31/21,04M,Live roaches present in facility's food and/or non-food areas.,Critical
NITEHAWK CINEMA,Bronx,7/20/21,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical
NO HO JUICE BAR & DELI,Queens,7/19/21,22F,MISBRANDED AND LABELING,Not Critical
NO HO JUICE BAR & DELI,Queens,7/22/21,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical
NO. 1 CHINESE FOOD,Manhattan,7/29/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
NO. 1 CHINESE FOOD,Staten Island,7/26/21,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical
No.1 RESTAURANT,Queens,1/12/21,22A,"Nuisance created or allowed to exist.  Facility not free from unsafe, hazardous, offensive or annoying conditions.",Not Critical
No.1 RESTAURANT,Manhattan,7/19/21,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical
No.1 RESTAURANT,Brooklyn,7/22/21,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical
No.1 RESTAURANT,Brooklyn,7/28/21,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical
No.1 RESTAURANT,Manhattan,3/25/21,22A,"Nuisance created or allowed to exist.  Facility not free from unsafe, hazardous, offensive or annoying conditions.",Not Critical
No.1 RESTAURANT,Brooklyn,7/26/21,04A,Food Protection Certificate not held by supervisor of food operations.,Critical
NOIDUE PIZZA,Brooklyn,7/28/21,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical
NOIDUE PIZZA,Staten Island,7/23/21,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical
NOLITA COFFEE NYC,Manhattan,7/27/21,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical
NOLITA COFFEE NYC,Queens,7/21/21,04M,Live roaches present in facility's food and/or non-food areas.,Critical
NOODIES THAI,Brooklyn,7/19/21,04M,Live roaches present in facility's food and/or non-food areas.,Critical
NORWINDS,Bronx,7/22/21,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical
NORWINDS,Manhattan,7/27/21,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical
NUNU BAR,Manhattan,7/30/21,04A,Food Protection Certificate not held by supervisor of food operations.,Critical
NUNU BAR,Brooklyn,7/22/21,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical
NUNU BAR,Brooklyn,7/21/21,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical
NUR,Manhattan,7/30/21,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical
